별점,리뷰,날짜
4/5,"근처 유명 다찌가 있단 이유로 친구가 덥썩 예약해 버린 호텔.
작고 저층호텔이지만 전면 객실은 통영느낌 찐하고 아기자기한  오션뷰에요.  욕실 배치가 좀 불편한게 흠이지만 트윈룸은 성인3인 자기 널찍해요.   조식 먹은 친구들이  식사도  꽤 괜찮다고 하더군요.",4년
4/5,"객실은 깔큼하고 오션뷰도 만족.
샤워. 세면대 위치가 쌩뚱맞응.
비데는 없어요.
수건도 넉넉했으면 좋을텐데 ~",3년
5/5,통영에서 가성비 최고. 아이들과 함께라면 더할나위 없는 선택. 청결 및 주변 접근성 양호. 루프탑 및 조식이용은 필수! 거제 여행에도 고려할만한 숙소임. 개별 수영장 타입은 한정적이니 확인 필요,5년
5/5,오래된 곳인줄 알고 기대 하자 않았는데 생각보다 훻씬 깔끔하고 좋아요. 배정 받은 방은 오션뷰는 아니고 끄트머리 아주 살짝 바다가 보이기는 합니다,3년
3/5,"시설은 좋은데 주차공간은 조금 부족합니다.
근데 조식이 일요일과 월요일 메뉴가 똑같아요.
한식인데 반찬이 똑같은건 성의랑 투숙객들에 대한 배려가... 일요일 체크인 한사람들은 어제 나온 반찬들인지 모르고 먹네요..",4년
5/5,"뷰도 좋고 시설도 좋고 직원들도 친절해서 좋습니다
다만 평일에 갔는데도 저녁에는 주차장이 만차라
길가 주차장에 주차해야 함
바로뒤에 마트 있어서 필요한거 사기도 좋음",2년
4/5,조명이 희고 적어서 많이 어둡네요. 노한 불을 많이 설치하면 훨씬 좋겠어요,1년
4/5,"장점. 가격 적당하고 조용하며 탁 트인느낌을 주는 깔끔한 숙소.
단점. 호텔의 주차공간이 없어 바로 옆 미륵도 공영주차장이나 노상주차장을 이용해야함.",4년
3/5,"테이블, 의자가 편안한 높이를 가졌으면 좋겠다. 조식의 급이 좀 상항되면 좋겠고 화장실 비데가 안되는 점 아쉬웠다.",1년
3/5,"중앙동이랑 조금 떨어진곳이라 한적해서 좋아요. 룸 가격,컨디션, 서비스도 쏘쏘 괜찮아요. 다만 방음은 아쉬워요.  재방문의사 있어요.",3년
1/5,"온수가 말썽이었음
완전 차갑거나 펄펄 끓는물 나와서
아이들이랑 여러번 식겁함
조식 넘나 먹을것 없으니 차라리 아점으로
근처 통영 맛집 가는것이 좋을듯
식빵에 치즈 올려먹고 삶은 계란하나가 끝
시설은 신축이라 깔끔함
단 겨울엔 수영장 운영안함",6년
4/5,"객실 깨끗하고 침구상태도 좋았는데
욕실 배수가 잘 안되서 불편했습니다
그외 직윈분들 친절하고
조식도 좋았습니다^^",2년
4/5,"지난 금요일에 호텔에 15시에 체크인해서 룸을 바다전망으로 예약해서 들어갔는데
멋진 룸이었고 깨끗한 룸이었다
주변 관광지와도 10분이내여서 편했었다
아침 조식도 깔끔하게 단촐하지만 나름 괜찮았고 다시 오면 여기서 묵기로 했다",2년
1/5,"1. 주차장이 '너무' 협소함. 묵는 동안 제대로 호텔 주차장에 세워본 적이 없음. 주차장 들어갔다가 차 꽉 찬거 보고 나와서 근처를 부유하며 주차할 곳을 찾아야함. 밤되면 근처 공용주차장도 꽉참. 사람마다 다르겠지만, 주차에 신경쓰는 나 같은 사람은 매우 큰 문제임. 앞으로 안감.

2. 전문 체인점이 아니다보니 열심히는 하는데 잘 하진 못함. 예를 들어 조식 먹으러 식당 갔는데, 테이블이 꽉차서 한 손님이 기다리고 있었음. 호텔 주인이 와서 테이블 치워줄테니 잠시만 기다리라고 함. 그리고 테이블 치우는 사이에 다른 손님이 거기 앉음. 기다렸던 손님이 항의함. 할 수 없다고 함. 그리고 끝. 미안하다거나 잠시만 기다리라거나... 뭐 그런 가이드가 없음. 옆에서 보면서 내가 다 무안했음. 이거 뭐임?

3. 호텔 방키가 카드로 되어있는데 잃어버리면 2만원 내야함. 출장 다니면서 호텔 카드키를 기념품으로 갖기도 하는데 이걸 돈 받는 곳은 처음 봄.

4. 침대시트가 더러워져서 제대로 지워지지 않으면 4만원 내야함. 깨끗이 쓰길 바람.

호텔 주인분이 열심히는 하시는데,
전문적인 인력을 고용해서 안정적으로 운영하셔야 할 것 같음.
아마추어같음.",6년
3/5,가격대비 좁음. 화장실에 거대한 유리창이있어 객실에서 다보임. 불라인드 인긴 하지만 그래도 불편. 환기를 하여도 좀 갑갑함. 바로뒤에 탑마트 있어 편함. 바로 앞이 바다. 1층 카페와 식사는 굿굿.,6년
5/5,"오션뷰..날씨도 좋았고 저녁 먹고 산책 하기도 좋았고
룸도 쾌적하고 깨끗해서 가격대비 만족 합니다
한국에서 이가격에 이정도면 아주 훌륭합니다",3년
5/5,지금 묵고있음다~~방 깔끔하고 넓고 좋네요~!!!  테라스에서 보이는 바깥풍경도 좋고...ㅎㅎ 잠은 자봐야 알겠지만 시설 자체는 너무 좋음,6년
5/5,"좋음. 바다뷰였는데, 암막커튼쳐서 안보긴함.
둘이서 므흣하게 이용가능(화장실,목욕탕 침실에서 다보임-블라인드있어도 실루엣보임)",3년
5/5,2박3일 일정으로 집사람과 통영 다녀왔어요. 숙박하고 주변 다니기 좋아요.,1년
3/5,"포르투나 호텔은 저렴한가격 모든것이 좋았는데,
침구류에. 먼지가 넘 많은게 옥에티 입니다.",1년
4/5,오션뷰 야경이 아주좋아요~신축건물이라 깨끗해요..조식까지~가성비좋아요,4년
5/5,바다가 바로 앞이라 뷰가 넘 좋음 카드키 없으면 엘베 안 움직임ㅋ 주변에 횟집도 많고 가까운곳에 놀거리가 있어 좋음,2년
1/5,"룸에 들어오는 순간 화학약품 냄새로 인해 머리가 아픔.
써비스가 형편없음.
두번다시 방문하고 싶지않음.
대도시 시내 모텔 수준도 안됨.",3년
2/5,조식뷔페 이용하는데 분리수거까지 시키네요. 이런 호텔 처음봅니다 진짜 ..ㅋㅋ 객실도 모텔느낌이에요,6년
3/5,"주차공간 부족하고 공사장쪽 룸은 불편했음.
샤워시설이 불편했으나 조식은 가격대비 양호.",4년
4/5,"통영에서 기대하지 않은 괜찮은 숙소네용
룸 컨디션은 뭐 비슷비슷 한데
호텔 앞 뷰랑 루프탑 바가 좋았어요 ㅎㅎ
근데 화장실은 블라인드 내려도 다 보임 주의~~",5년
5/5,겉모습은 별로지만 객실관리가 잘되고 있는 호텔이다. 깨끗하고 심플해서 좋다,4년
4/5,호텔도 좋고(급 수준대비) 해안가 앞이라 산책 좋아요,1년
5/5,어머님과 통영여행시 잡은 호텔 주차장이 좁으면 바깥 길에 주차가능한 곳이고 경치도 좋네요,2년
5/5,"통영의 바다를 완벽하게 감상할 수 있고, 조식도 아주 잘 나오는 적극 추천할만한 깔끔한 호텔이다.",2년
5/5,객실이 넓고 숙소뷰가 좋다.,1년
4/5,깨끗하고 오션뷰라 좋았어요. 조식도 종류가 많진 않지만 먹을만해요,3년
5/5,"여름 성수기라 비싸긴 했는데 객실 컨디션이나 방음도 괜찮았어요
호텔 근처에 식당들 있고 호텔 바로 앞이 바다에요",2년
5/5,"호텔 전경이 너무 만족스럽고 컨디션 최고에요
재방문 하고싶고 조식이 기대됩니다",3년
5/5,객실이 너무 어둡고 침침합니다. 등을 더 보완해주세요. 다른건 괜찮았어요,2년
4/5,"통영에서는 깔끔한 호텔입니다.
즐길거리는 없어요.",1년
4/5,오션뷰로 꼭 예약 하세요 ! 아침에 눈뜨면 바다전경이 멋져요:),5년
4/5,통영항 야경뷰가 멋진 호텔입니다.,1년
4/5,주차장이 약간 작으나 뷰가 좋고 깔끔하게 되어있다.,3년
5/5,기대 이상으로 깔끔하고 호텔같이 괜찮음 오션뷰도 나쁘지않은편,4년
4/5,"루프탑 매우 조아요
그러나 메뉴 가격이 아쉬워요",2년
5/5,"야경 오션뷰 최고 입니다.
밤 오션뷰는 깜깜한데, 포루투나 밤 오션뷰는 최고예요.",3년
5/5,산책할곳 바로 앞과 야경이 멋진 호텔 입니다,3년
4/5,접근성이 뛰어나고 가성비 좋은 숙소.,8달
4/5,바다가 보이는 전망이 멋지고 방 내부가 깔끔해요~,4년
3/5,화장실 샤워공간 세면대의 구조가 뭔가 비효율적인 구조. 뭔가 쫌 어중간.,4년
5/5,객실은 깨끗하고 프런트도 친절합니다.,2년
5/5,스탠포드가 비싼만큼 값하지만 잠만잘거라면 위치가 좋음 숙소더괜춘,2년
4/5,"근처에 루지 타는곳도 가깝고 조식무료
음식도 좋았습니다",5년
3/5,산책하다 후배를 만나서 호텔 커피숖에서 커피를 마시면서 대화를 나누는데 조용하게 좋았음...,4년
5/5,"숙소 상태, 분위기, 느낌 좋았다.
다음 날 비가 와서 짜증났다",3년
5/5,"최근에 지어진 곳이라 그런지 깨끗하고, 직원들도 친절합니다",5년
4/5,"규모는 작지만, 가성비 좋은 깔끔한 호텔입니다.",3년
5/5,바다가 바로앞이고 조용해서 좋습니다,2년
5/5,숙소 깨끗라고 침구도 좋아요~^^,3년
5/5,바다가 바로 앞이라 산책하기 좋았어요.,5년
5/5,머리맡에 불이없어서 너무 어두웠어요.,3년
5/5,"아늑하고  편안함니다
경치도 아주좋습니다",4년
5/5,어느곳보다 단정하고 깨끗 하였습니다,4년
5/5,야경이 좋아요 잘보여요,2년
5/5,가성비 양호. 반드시 바다전망으로 할 것. 아님 주차장만 보게됨.,4년
4/5,"추억만들기 좋음
스카이라운지도 좋아요",4년
5/5,깨끗하고 어디 돌아다니기도 편해요,2년
4/5,"방음이 잘 안되는편.
그거빼곤 다 좋음",3년
4/5,분위기좋고ㆍ커피가맛있읍니다,4년
4/5,조식이 생각보다 맛있었어요,2년
4/5,"와이파이가 객실에 없고,테이블이 있었음 좋았을껄ㅠㅠ",4년
