별점,리뷰,날짜
4/5,평일에손님이없어서 짱좋음,5년
4/5,위치좋고 뷰 좋습니다,2년
5/5,주인장님 써비스 좋아요,6년
5/5,깨끗했어요,7년
3/5,깔끔한 오래된 모텔,6년
5/5,"주차하고 호텔에 가서 방을 잡으려던 참이었습니다. 차에서 내리자마자 호텔 직원인 것 같은 사람(샌들에 캐주얼한 차림)이 와서 저를 쫓아냈습니다. 한국어를 못 해서 무슨 말인지는 알아들을 수 없었지만, 태도와 표정이 모든 걸 말해 주었습니다.

호텔(접대 시설)에서 이렇게 환영받는 건 처음이라 정말 놀랐습니다. 사람들이 도착하자마자 꾸중하는 대신 따뜻하게 맞아줘야 하는 곳이니까요.

저도 같은 업계에서 일하고 있는데, 어떤 나라에서 온 사람이든, 설령 언어가 달라도 최대한 환영하려고 노력할 겁니다.

불행히도 리셉션이 부실해서 유료 고객 한 명을 잃게 되었습니다.",2년
1/5,리뷰 없음,1년
5/5,리뷰 없음,6달
5/5,리뷰 없음,9달
4/5,리뷰 없음,1년
5/5,리뷰 없음,1년
5/5,리뷰 없음,2년
4/5,리뷰 없음,2년
3/5,리뷰 없음,2년
5/5,리뷰 없음,2년
1/5,리뷰 없음,4년
4/5,리뷰 없음,4년
5/5,리뷰 없음,5년
2/5,리뷰 없음,5년
4/5,리뷰 없음,5년
3/5,리뷰 없음,5년
2/5,리뷰 없음,5년
5/5,리뷰 없음,5년
5/5,리뷰 없음,6년
5/5,리뷰 없음,6년
3/5,리뷰 없음,6년
2/5,리뷰 없음,7년
3/5,리뷰 없음,7년
5/5,리뷰 없음,7년
5/5,리뷰 없음,7년
