id,travel_id,embedding,embedding_model,created_at,updated_at
143,143,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
144,144,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
145,145,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
146,146,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
147,147,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
148,148,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
149,149,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
150,150,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
151,151,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
152,152,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
153,153,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
154,154,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
155,155,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
156,156,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
157,157,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
158,158,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
159,159,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
160,160,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
161,161,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
162,162,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
163,163,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
164,164,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
165,165,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
166,166,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
167,167,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
168,168,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
169,169,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
170,170,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
171,171,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
172,172,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
173,173,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
174,174,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
175,175,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
176,176,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
177,177,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
178,178,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
179,179,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
180,180,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:32","2025-03-18 14:43:32"
181,181,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
182,182,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
183,183,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
184,184,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
185,185,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
186,186,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
187,187,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
188,188,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
189,189,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
190,190,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
191,191,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
192,192,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
193,193,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
194,194,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
195,195,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
196,196,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
197,197,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
198,198,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
199,199,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
200,200,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:33","2025-03-18 14:43:33"
201,201,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
202,202,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
203,203,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
204,204,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
205,205,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
206,206,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
207,207,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
208,208,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
209,209,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
210,210,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
211,211,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
212,212,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
213,213,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
214,214,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
215,215,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
216,216,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
217,217,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
218,218,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
219,219,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
220,220,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:34","2025-03-18 14:43:34"
221,221,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
222,222,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
223,223,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
224,224,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
225,225,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
226,226,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
227,227,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
228,228,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
229,229,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
230,230,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
231,231,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
232,232,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
233,233,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
234,234,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
235,235,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
236,236,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
237,237,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
238,238,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
239,239,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
240,240,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:35","2025-03-18 14:43:35"
241,241,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
242,242,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
243,243,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
244,244,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
245,245,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
246,246,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
247,247,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
248,248,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
249,249,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
250,250,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
251,251,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
252,252,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
253,253,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
254,254,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
255,255,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
256,256,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
257,257,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
258,258,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
259,259,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
260,260,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:36","2025-03-18 14:43:36"
261,261,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
262,262,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
263,263,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
264,264,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
265,265,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
266,266,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
267,267,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
268,268,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
269,269,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
270,270,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
271,271,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
272,272,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
273,273,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
